"url","pub_date"
"http://www.nytimes.com/1994/03/01/world/amnesty-of-foes-brings-disarray-to-yeltsin-team.html","1994-03-01T00:00:00Z"
"http://www.nytimes.com/1994/03/01/nyregion/staten-island-secession-the-debate-that-wouldn-t-die-now-reaches-albany.html","1994-03-01T00:00:00Z"
"http://www.nytimes.com/1994/03/01/world/mexican-government-is-moving-to-open-up-presidential-election.html","1994-03-01T00:00:00Z"
"http://www.nytimes.com/1994/03/02/world/south-african-foes-leave-door-open-for-an-accord.html","1994-03-02T00:00:00Z"
"http://www.nytimes.com/1994/03/02/nyregion/c-corrections-344362.html","1994-03-02T00:00:00Z"
"http://www.nytimes.com/1994/03/02/world/japanese-premier-may-soon-dismiss-key-adviser.html","1994-03-02T00:00:00Z"
"http://www.nytimes.com/1994/03/02/world/russia-battle-stage-is-reset.html","1994-03-02T00:00:00Z"
"http://www.nytimes.com/1994/03/03/world/china-may-ease-law-on-dissent-us-aide-says.html","1994-03-03T00:00:00Z"
"http://www.nytimes.com/1994/03/03/world/setback-for-japan-s-leader-on-trade-issue.html","1994-03-03T00:00:00Z"
"http://www.nytimes.com/1994/03/03/world/mexico-pledging-big-changes-reaches-an-accord-with-rebels.html","1994-03-03T00:00:00Z"
"http://www.nytimes.com/1994/03/04/world/mexico-s-fine-line.html","1994-03-04T00:00:00Z"
"http://www.nytimes.com/1994/03/04/nyregion/the-feud-that-froze-secaucus-voided-election-leaves-town-in-bureaucratic-limbo.html","1994-03-04T00:00:00Z"
"http://www.nytimes.com/1994/03/05/nyregion/home-rule-factor-may-block-si-secession.html","1994-03-05T00:00:00Z"
"http://www.nytimes.com/1994/03/06/weekinreview/feb-27-march-5-revolt-resolution-mexico-s-president-gives-placating-rebels-for.html","1994-03-06T00:00:00Z"
"http://www.nytimes.com/1994/03/06/weekinreview/the-world-berlin-s-symbol-of-hope-and-agony-awaits-a-new-ordeal-tinsel.html","1994-03-06T00:00:00Z"
"http://www.nytimes.com/1994/03/06/nyregion/political-notes-two-republican-contenders-square-off-for-a-vacancy-at-city-hall.html","1994-03-06T00:00:00Z"
"http://www.nytimes.com/1994/03/06/nyregion/government-reinvention-a-seminar-with-a-master.html","1994-03-06T00:00:00Z"
"http://www.nytimes.com/1994/03/06/world/georgian-defends-renewed-ties-to-ex-soviet-bloc.html","1994-03-06T00:00:00Z"
"http://www.nytimes.com/1994/03/07/world/chinese-crackdown-challenge-is-still-prohibited.html","1994-03-07T00:00:00Z"
"http://www.nytimes.com/1994/03/07/world/burmese-general-bars-talks-soon-with-arrested-democracy-leader.html","1994-03-07T00:00:00Z"
"http://www.nytimes.com/1994/03/07/opinion/abroad-at-home-a-bleak-vision.html","1994-03-07T00:00:00Z"
"http://www.nytimes.com/1994/03/08/world/mexican-uprising-gives-no-lift-to-left-s-champion.html","1994-03-08T00:00:00Z"
"http://www.nytimes.com/1994/03/08/world/china-says-a-top-dissident-is-not-being-held-but-has-left-beijing.html","1994-03-08T00:00:00Z"
"http://www.nytimes.com/1994/03/08/world/visiting-moscow-nixon-muses-with-an-ousted-hard-liner.html","1994-03-08T00:00:00Z"
"http://www.nytimes.com/1994/03/09/world/bonn-journal-now-breathing-down-kohl-s-neck-is-big-socialist.html","1994-03-09T00:00:00Z"
"http://www.nytimes.com/1994/03/09/world/which-way-forward-on-haiti.html","1994-03-09T00:00:00Z"
"http://www.nytimes.com/1994/03/10/nyregion/whitman-office-still-campaigns-governor-tries-build-support-fight-over-cuts.html","1994-03-10T00:00:00Z"
"http://www.nytimes.com/1994/03/10/world/chinese-dissident-appears-may-meet-christopher.html","1994-03-10T00:00:00Z"
"http://www.nytimes.com/1994/03/10/nyregion/ex-dinkins-official-goes-from-daily-crises-to-duck-watching.html","1994-03-10T00:00:00Z"
"http://www.nytimes.com/1994/03/10/world/creature-of-apartheid-struggles-to-stave-off-doom.html","1994-03-10T00:00:00Z"
"http://www.nytimes.com/1994/03/10/world/catalonia-s-bill-comes-due-for-madrid-it-s-more-autonomy.html","1994-03-10T00:00:00Z"
"http://www.nytimes.com/1994/03/11/world/climbing-a-tree-to-catch-a-fish.html","1994-03-11T00:00:00Z"
"http://www.nytimes.com/1994/03/11/nyregion/cuomo-sees-no-obstacle-to-si-vote.html","1994-03-11T00:00:00Z"
"http://www.nytimes.com/1994/03/11/world/7-chinese-intellectuals-appeal-for-end-to-political-repression.html","1994-03-11T00:00:00Z"
"http://www.nytimes.com/1994/03/11/world/homeland-leader-in-south-africa-flees-his-capital.html","1994-03-11T00:00:00Z"
"http://www.nytimes.com/1994/03/11/opinion/at-home-abroad-ripples-of-freedom.html","1994-03-11T00:00:00Z"
"http://www.nytimes.com/1994/03/12/world/mexico-mediator-hints-at-renegade-bid-for-president.html","1994-03-12T00:00:00Z"
"http://www.nytimes.com/1994/03/13/nyregion/political-memo-cuomo-and-giuliani-looking-for-allies-find-each-other.html","1994-03-13T00:00:00Z"
"http://www.nytimes.com/1994/03/13/weekinreview/march-6-12-nixon-returns-to-russia-and-a-crisis.html","1994-03-13T00:00:00Z"
"http://www.nytimes.com/1994/03/13/weekinreview/march-6-12-burmese-standoff-a-general-lowers-hope-that-he-ll-meet-dissident.html","1994-03-13T00:00:00Z"
"http://www.nytimes.com/1994/03/13/world/china-dissident-hoping-to-meet-christopher-is-detained-at-home.html","1994-03-13T00:00:00Z"
"http://www.nytimes.com/1994/03/13/world/a-homeland-s-agony.html","1994-03-13T00:00:00Z"
"http://www.nytimes.com/1994/03/13/weekinreview/the-world-a-decade-of-disillusionment-in-grenada.html","1994-03-13T00:00:00Z"
"http://www.nytimes.com/1994/03/14/world/kohl-party-suffers-setback-in-north-german-state-vote.html","1994-03-14T00:00:00Z"
"http://www.nytimes.com/1994/03/14/nyregion/chronicle-459445.html","1994-03-14T00:00:00Z"
"http://www.nytimes.com/1994/03/14/world/christopher-ends-beijing-talks-citing-modest-gains.html","1994-03-14T00:00:00Z"
"http://www.nytimes.com/1994/03/15/world/defense-chief-calls-caution-toward-russia-vital.html","1994-03-15T00:00:00Z"
"http://www.nytimes.com/1994/03/15/world/kohl-battered-in-opinion-polls-remains-buoyant.html","1994-03-15T00:00:00Z"
"http://www.nytimes.com/1994/03/16/nyregion/facing-big-city-problems-li-suburbs-try-to-adapt.html","1994-03-16T00:00:00Z"
